Script started on 2026-04-22 18:03:04+00:00 [COMMAND="cd ~/secure-reliable-file-fransfer && sudo PYTHONPATH=. python3 -u main.py --mode client --config config_phase2.json --file ./gdrive-folder/test_100mb_file" TERM="xterm-256color" TTY="/dev/pts/0" COLUMNS="222" LINES="30"]
[CLIENT] running on 172.31.64.201:50000
[CLIENT] talking to server 172.31.77.14:50000
[CLIENT] sent ClientHello
[CLIENT] Handshake complete
[CLIENT] requested file: ./gdrive-folder/test_100mb_file
[CLIENT] sent ACK 5
[CLIENT] sent ACK 29
[CLIENT] sent ACK 56
[CLIENT] sent ACK 82
[CLIENT] sent ACK 110
[CLIENT] sent ACK 136
[CLIENT] sent ACK 162
[CLIENT] sent ACK 189
[CLIENT] sent ACK 215
[CLIENT] sent ACK 243
[CLIENT] sent ACK 267
[CLIENT] sent ACK 293
[CLIENT] sent ACK 317
[CLIENT] sent ACK 342
[CLIENT] sent ACK 368
[CLIENT] sent ACK 394
[CLIENT] sent ACK 422
[CLIENT] sent ACK 444
[CLIENT] sent ACK 472
[CLIENT] sent ACK 498
[CLIENT] sent ACK 522
[CLIENT] sent ACK 534
[CLIENT] sent ACK 559
[CLIENT] sent ACK 586
[CLIENT] sent ACK 610
[CLIENT] sent ACK 632
[CLIENT] sent ACK 657
[CLIENT] sent ACK 683
[CLIENT] sent ACK 707
[CLIENT] sent ACK 732
[CLIENT] sent ACK 758
[CLIENT] sent ACK 782
[CLIENT] sent ACK 806
[CLIENT] sent ACK 830
[CLIENT] sent ACK 855
[CLIENT] sent ACK 880
[CLIENT] sent ACK 904
[CLIENT] sent ACK 927
[CLIENT] sent ACK 950
[CLIENT] sent ACK 975
[CLIENT] sent ACK 999
[CLIENT] sent ACK 1022
[CLIENT] sent ACK 1046
[CLIENT] sent ACK 1070
[CLIENT] sent ACK 1097
[CLIENT] sent ACK 1118
[CLIENT] sent ACK 1140
[CLIENT] sent ACK 1165
[CLIENT] sent ACK 1191
[CLIENT] sent ACK 1215
[CLIENT] sent ACK 1238
[CLIENT] sent ACK 1262
[CLIENT] sent ACK 1287
[CLIENT] sent ACK 1313
[CLIENT] sent ACK 1338
[CLIENT] sent ACK 1363
[CLIENT] sent ACK 1387
[CLIENT] sent ACK 1412
[CLIENT] sent ACK 1436
[CLIENT] sent ACK 1460
[CLIENT] sent ACK 1484
[CLIENT] sent ACK 1509
[CLIENT] sent ACK 1534
[CLIENT] sent ACK 1556
[CLIENT] sent ACK 1580
[CLIENT] sent ACK 1603
[CLIENT] sent ACK 1627
[CLIENT] sent ACK 1650
[CLIENT] sent ACK 1673
[CLIENT] sent ACK 1697
[CLIENT] sent ACK 1723
[CLIENT] sent ACK 1746
[CLIENT] sent ACK 1771
[CLIENT] sent ACK 1798
[CLIENT] sent ACK 1821
[CLIENT] sent ACK 1843
[CLIENT] sent ACK 1865
[CLIENT] sent ACK 1889
[CLIENT] sent ACK 1913
[CLIENT] sent ACK 1937
[CLIENT] sent ACK 1961
[CLIENT] sent ACK 1985
[CLIENT] sent ACK 2010
[CLIENT] sent ACK 2034
[CLIENT] sent ACK 2057
[CLIENT] sent ACK 2081
[CLIENT] sent ACK 2104
[CLIENT] sent ACK 2127
[CLIENT] sent ACK 2152
[CLIENT] sent ACK 2177
[CLIENT] sent ACK 2203
[CLIENT] sent ACK 2228
[CLIENT] sent ACK 2253
[CLIENT] sent ACK 2278
[CLIENT] sent ACK 2303
[CLIENT] sent ACK 2329
[CLIENT] sent ACK 2352
[CLIENT] sent ACK 2376
[CLIENT] sent ACK 2399
[CLIENT] sent ACK 2423
[CLIENT] sent ACK 2447
[CLIENT] sent ACK 2468
[CLIENT] sent ACK 2491
[CLIENT] sent ACK 2516
[CLIENT] sent ACK 2540
[CLIENT] sent ACK 2566
[CLIENT] sent ACK 2588
[CLIENT] sent ACK 2614
[CLIENT] sent ACK 2638
[CLIENT] sent ACK 2660
[CLIENT] sent ACK 2684
[CLIENT] sent ACK 2706
[CLIENT] sent ACK 2731
[CLIENT] sent ACK 2757
[CLIENT] sent ACK 2783
[CLIENT] sent ACK 2808
[CLIENT] sent ACK 2832
[CLIENT] sent ACK 2858
[CLIENT] sent ACK 2882
[CLIENT] sent ACK 2909
[CLIENT] sent ACK 2932
[CLIENT] sent ACK 2955
[CLIENT] sent ACK 2981
[CLIENT] sent ACK 3007
[CLIENT] sent ACK 3033
[CLIENT] sent ACK 3057
[CLIENT] sent ACK 3083
[CLIENT] sent ACK 3108
[CLIENT] sent ACK 3132
[CLIENT] sent ACK 3158
[CLIENT] sent ACK 3180
[CLIENT] sent ACK 3204
[CLIENT] sent ACK 3229
[CLIENT] sent ACK 3254
[CLIENT] sent ACK 3278
[CLIENT] sent ACK 3300
[CLIENT] sent ACK 3323
[CLIENT] sent ACK 3349
[CLIENT] sent ACK 3373
[CLIENT] sent ACK 3397
[CLIENT] sent ACK 3422
[CLIENT] sent ACK 3445
[CLIENT] sent ACK 3470
[CLIENT] sent ACK 3494
[CLIENT] sent ACK 3519
[CLIENT] sent ACK 3543
[CLIENT] sent ACK 3566
[CLIENT] sent ACK 3589
[CLIENT] sent ACK 3613
[CLIENT] sent ACK 3639
[CLIENT] sent ACK 3664
[CLIENT] sent ACK 3687
[CLIENT] sent ACK 3712
[CLIENT] sent ACK 3736
[CLIENT] sent ACK 3759
[CLIENT] sent ACK 3782
[CLIENT] sent ACK 3806
[CLIENT] sent ACK 3830
[CLIENT] sent ACK 3855
[CLIENT] sent ACK 3880
[CLIENT] sent ACK 3904
[CLIENT] sent ACK 3928
[CLIENT] sent ACK 3953
[CLIENT] sent ACK 3977
[CLIENT] sent ACK 4001
[CLIENT] sent ACK 4026
[CLIENT] sent ACK 4048
[CLIENT] sent ACK 4076
[CLIENT] sent ACK 4100
[CLIENT] sent ACK 4122
[CLIENT] sent ACK 4147
[CLIENT] sent ACK 4172
[CLIENT] sent ACK 4198
[CLIENT] sent ACK 4220
[CLIENT] sent ACK 4242
[CLIENT] sent ACK 4266
[CLIENT] sent ACK 4291
[CLIENT] sent ACK 4315
[CLIENT] sent ACK 4338
[CLIENT] sent ACK 4361
[CLIENT] sent ACK 4384
[CLIENT] sent ACK 4410
[CLIENT] sent ACK 4436
[CLIENT] sent ACK 4461
[CLIENT] sent ACK 4486
[CLIENT] sent ACK 4511
[CLIENT] sent ACK 4534
[CLIENT] sent ACK 4560
[CLIENT] sent ACK 4584
[CLIENT] sent ACK 4607
[CLIENT] sent ACK 4632
[CLIENT] sent ACK 4656
[CLIENT] sent ACK 4682
[CLIENT] sent ACK 4705
[CLIENT] sent ACK 4731
[CLIENT] sent ACK 4753
[CLIENT] sent ACK 4778
[CLIENT] sent ACK 4803
[CLIENT] sent ACK 4824
[CLIENT] sent ACK 4848
[CLIENT] sent ACK 4873
[CLIENT] sent ACK 4895
[CLIENT] sent ACK 4916
[CLIENT] sent ACK 4940
[CLIENT] sent ACK 4965
[CLIENT] sent ACK 4986
[CLIENT] sent ACK 5007
[CLIENT] sent ACK 5033
[CLIENT] sent ACK 5058
[CLIENT] sent ACK 5082
[CLIENT] sent ACK 5105
[CLIENT] sent ACK 5127
[CLIENT] sent ACK 5151
[CLIENT] sent ACK 5176
[CLIENT] sent ACK 5199
[CLIENT] sent ACK 5223
[CLIENT] sent ACK 5246
[CLIENT] sent ACK 5271
[CLIENT] sent ACK 5298
[CLIENT] sent ACK 5323
[CLIENT] sent ACK 5348
[CLIENT] sent ACK 5373
[CLIENT] sent ACK 5399
[CLIENT] sent ACK 5424
[CLIENT] sent ACK 5449
[CLIENT] sent ACK 5475
[CLIENT] sent ACK 5501
[CLIENT] sent ACK 5530
[CLIENT] sent ACK 5555
[CLIENT] sent ACK 5579
[CLIENT] sent ACK 5603
[CLIENT] sent ACK 5629
[CLIENT] sent ACK 5654
[CLIENT] sent ACK 5681
[CLIENT] sent ACK 5707
[CLIENT] sent ACK 5731
[CLIENT] sent ACK 5758
[CLIENT] sent ACK 5784
[CLIENT] sent ACK 5810
[CLIENT] sent ACK 5835
[CLIENT] sent ACK 5861
[CLIENT] sent ACK 5887
[CLIENT] sent ACK 5913
[CLIENT] sent ACK 5938
[CLIENT] sent ACK 5962
[CLIENT] sent ACK 5987
[CLIENT] sent ACK 6008
[CLIENT] sent ACK 6033
[CLIENT] sent ACK 6058
[CLIENT] sent ACK 6085
[CLIENT] sent ACK 6110
[CLIENT] sent ACK 6135
[CLIENT] sent ACK 6160
[CLIENT] sent ACK 6185
[CLIENT] sent ACK 6212
[CLIENT] sent ACK 6236
[CLIENT] sent ACK 6262
[CLIENT] sent ACK 6287
[CLIENT] sent ACK 6314
[CLIENT] sent ACK 6339
[CLIENT] sent ACK 6364
[CLIENT] sent ACK 6391
[CLIENT] sent ACK 6417
[CLIENT] sent ACK 6442
[CLIENT] sent ACK 6468
[CLIENT] sent ACK 6492
[CLIENT] sent ACK 6517
[CLIENT] sent ACK 6544
[CLIENT] sent ACK 6568
[CLIENT] sent ACK 6590
[CLIENT] sent ACK 6614
[CLIENT] sent ACK 6640
[CLIENT] sent ACK 6665
[CLIENT] sent ACK 6692
[CLIENT] sent ACK 6718
[CLIENT] sent ACK 6741
[CLIENT] sent ACK 6766
[CLIENT] sent ACK 6791
[CLIENT] sent ACK 6816
[CLIENT] sent ACK 6841
[CLIENT] sent ACK 6864
[CLIENT] sent ACK 6890
[CLIENT] sent ACK 6914
[CLIENT] sent ACK 6939
[CLIENT] sent ACK 6962
[CLIENT] sent ACK 6985
[CLIENT] sent ACK 7008
[CLIENT] sent ACK 7033
[CLIENT] sent ACK 7057
[CLIENT] sent ACK 7081
[CLIENT] sent ACK 7105
[CLIENT] sent ACK 7129
[CLIENT] sent ACK 7154
[CLIENT] sent ACK 7178
[CLIENT] sent ACK 7204
[CLIENT] sent ACK 7225
[CLIENT] sent ACK 7248
[CLIENT] sent ACK 7274
[CLIENT] sent ACK 7299
[CLIENT] sent ACK 7324
[CLIENT] sent ACK 7349
[CLIENT] sent ACK 7371
[CLIENT] sent ACK 7395
[CLIENT] sent ACK 7419
[CLIENT] sent ACK 7445
[CLIENT] sent ACK 7469
[CLIENT] sent ACK 7492
[CLIENT] sent ACK 7514
[CLIENT] sent ACK 7537
[CLIENT] sent ACK 7560
[CLIENT] sent ACK 7584
[CLIENT] sent ACK 7604
[CLIENT] sent ACK 7628
[CLIENT] sent ACK 7653
[CLIENT] sent ACK 7679
[CLIENT] sent ACK 7705
[CLIENT] sent ACK 7726
[CLIENT] sent ACK 7750
[CLIENT] sent ACK 7773
[CLIENT] sent ACK 7797
[CLIENT] sent ACK 7822
[CLIENT] sent ACK 7843
[CLIENT] sent ACK 7866
[CLIENT] sent ACK 7890
[CLIENT] sent ACK 7914
[CLIENT] sent ACK 7938
[CLIENT] sent ACK 7961
[CLIENT] sent ACK 7987
[CLIENT] sent ACK 8011
[CLIENT] sent ACK 8037
[CLIENT] sent ACK 8060
[CLIENT] sent ACK 8082
[CLIENT] sent ACK 8107
[CLIENT] sent ACK 8132
[CLIENT] sent ACK 8156
[CLIENT] sent ACK 8182
[CLIENT] sent ACK 8206
[CLIENT] sent ACK 8230
[CLIENT] sent ACK 8257
[CLIENT] sent ACK 8277
[CLIENT] sent ACK 8302
[CLIENT] sent ACK 8325
[CLIENT] sent ACK 8350
[CLIENT] sent ACK 8376
[CLIENT] sent ACK 8399
[CLIENT] sent ACK 8424
[CLIENT] sent ACK 8446
[CLIENT] sent ACK 8472
[CLIENT] sent ACK 8497
[CLIENT] sent ACK 8521
[CLIENT] sent ACK 8544
[CLIENT] sent ACK 8568
[CLIENT] sent ACK 8592
[CLIENT] sent ACK 8615
[CLIENT] sent ACK 8640
[CLIENT] sent ACK 8664
[CLIENT] sent ACK 8687
[CLIENT] sent ACK 8712
[CLIENT] sent ACK 8738
[CLIENT] sent ACK 8765
[CLIENT] sent ACK 8790
[CLIENT] sent ACK 8814
[CLIENT] sent ACK 8839
[CLIENT] sent ACK 8865
[CLIENT] sent ACK 8892
[CLIENT] sent ACK 8914
[CLIENT] sent ACK 8939
[CLIENT] sent ACK 8965
[CLIENT] sent ACK 8991
[CLIENT] sent ACK 9016
[CLIENT] sent ACK 9038
[CLIENT] sent ACK 9064
[CLIENT] sent ACK 9087
[CLIENT] sent ACK 9112
[CLIENT] sent ACK 9135
[CLIENT] sent ACK 9158
[CLIENT] sent ACK 9182
[CLIENT] sent ACK 9208
[CLIENT] sent ACK 9232
[CLIENT] sent ACK 9256
[CLIENT] sent ACK 9279
[CLIENT] sent ACK 9304
[CLIENT] sent ACK 9328
[CLIENT] sent ACK 9354
[CLIENT] sent ACK 9378
[CLIENT] sent ACK 9401
[CLIENT] sent ACK 9424
[CLIENT] sent ACK 9447
[CLIENT] sent ACK 9471
[CLIENT] sent ACK 9496
[CLIENT] sent ACK 9520
[CLIENT] sent ACK 9541
[CLIENT] sent ACK 9564
[CLIENT] sent ACK 9588
[CLIENT] sent ACK 9609
[CLIENT] sent ACK 9633
[CLIENT] sent ACK 9657
[CLIENT] sent ACK 9683
[CLIENT] sent ACK 9709
[CLIENT] sent ACK 9734
[CLIENT] sent ACK 9759
[CLIENT] sent ACK 9783
[CLIENT] sent ACK 9807
[CLIENT] sent ACK 9831
[CLIENT] sent ACK 9856
[CLIENT] sent ACK 9881
[CLIENT] sent ACK 9904
[CLIENT] sent ACK 9929
[CLIENT] sent ACK 9952
[CLIENT] sent ACK 9976
[CLIENT] sent ACK 10001
[CLIENT] sent ACK 10023
[CLIENT] sent ACK 10047
[CLIENT] sent ACK 10071
[CLIENT] sent ACK 10095
[CLIENT] sent ACK 10120
[CLIENT] sent ACK 10142
[CLIENT] sent ACK 10166
[CLIENT] sent ACK 10190
[CLIENT] sent ACK 10214
[CLIENT] sent ACK 10238
[CLIENT] sent ACK 10262
[CLIENT] sent ACK 10287
[CLIENT] sent ACK 10313
[CLIENT] sent ACK 10336
[CLIENT] sent ACK 10361
[CLIENT] sent ACK 10384
[CLIENT] sent ACK 10407
[CLIENT] sent ACK 10432
[CLIENT] sent ACK 10459
[CLIENT] sent ACK 10484
[CLIENT] sent ACK 10507
[CLIENT] sent ACK 10532
[CLIENT] sent ACK 10555
[CLIENT] sent ACK 10579
[CLIENT] sent ACK 10604
[CLIENT] sent ACK 10626
[CLIENT] sent ACK 10650
[CLIENT] sent ACK 10674
[CLIENT] sent ACK 10696
[CLIENT] sent ACK 10720
[CLIENT] sent ACK 10742
[CLIENT] sent ACK 10769
[CLIENT] sent ACK 10792
[CLIENT] sent ACK 10818
[CLIENT] sent ACK 10843
[CLIENT] sent ACK 10867
[CLIENT] sent ACK 10890
[CLIENT] sent ACK 10914
[CLIENT] sent ACK 10940
[CLIENT] sent ACK 10964
[CLIENT] sent ACK 10987
[CLIENT] sent ACK 11013
[CLIENT] sent ACK 11039
[CLIENT] sent ACK 11063
[CLIENT] sent ACK 11087
[CLIENT] sent ACK 11112
[CLIENT] sent ACK 11137
[CLIENT] sent ACK 11160
[CLIENT] sent ACK 11183
[CLIENT] sent ACK 11208
[CLIENT] sent ACK 11228
[CLIENT] sent ACK 11250
[CLIENT] sent ACK 11274
[CLIENT] sent ACK 11298
[CLIENT] sent ACK 11322
[CLIENT] sent ACK 11347
[CLIENT] sent ACK 11374
[CLIENT] sent ACK 11397
[CLIENT] sent ACK 11420
[CLIENT] sent ACK 11447
[CLIENT] sent ACK 11470
[CLIENT] sent ACK 11494
[CLIENT] sent ACK 11517
[CLIENT] sent ACK 11542
[CLIENT] sent ACK 11567
[CLIENT] sent ACK 11590
[CLIENT] sent ACK 11613
[CLIENT] sent ACK 11638
[CLIENT] sent ACK 11663
[CLIENT] sent ACK 11688
[CLIENT] sent ACK 11710
[CLIENT] sent ACK 11733
[CLIENT] sent ACK 11757
[CLIENT] sent ACK 11782
[CLIENT] sent ACK 11808
[CLIENT] sent ACK 11830
[CLIENT] sent ACK 11856
[CLIENT] sent ACK 11879
[CLIENT] sent ACK 11904
[CLIENT] sent ACK 11929
[CLIENT] sent ACK 11954
[CLIENT] sent ACK 11981
[CLIENT] sent ACK 12005
[CLIENT] sent ACK 12029
[CLIENT] sent ACK 12054
[CLIENT] sent ACK 12079
[CLIENT] sent ACK 12104
[CLIENT] sent ACK 12128
[CLIENT] sent ACK 12153
[CLIENT] sent ACK 12178
[CLIENT] sent ACK 12201
[CLIENT] sent ACK 12226
[CLIENT] sent ACK 12249
[CLIENT] sent ACK 12272
[CLIENT] sent ACK 12294
[CLIENT] sent ACK 12319
[CLIENT] sent ACK 12340
[CLIENT] sent ACK 12357
[CLIENT] sent ACK 12365
[CLIENT] sent ACK 12390
[CLIENT] sent ACK 12415
[CLIENT] sent ACK 12442
[CLIENT] sent ACK 12469
[CLIENT] sent ACK 12496
[CLIENT] sent ACK 12522
[CLIENT] sent ACK 12547
[CLIENT] sent ACK 12573
[CLIENT] sent ACK 12599
[CLIENT] sent ACK 12625
[CLIENT] sent ACK 12651
[CLIENT] sent ACK 12676
[CLIENT] sent ACK 12705
[CLIENT] sent ACK 12729
[CLIENT] sent ACK 12754
[CLIENT] sent ACK 12779
[CLIENT] sent ACK 12804
[CLIENT] sent ACK 12831
[CLIENT] sent ACK 12857
[CLIENT] sent ACK 12883
[CLIENT] sent ACK 12907
[CLIENT] sent ACK 12931
[CLIENT] sent ACK 12955
[CLIENT] sent ACK 12979
[CLIENT] sent ACK 13002
[CLIENT] sent ACK 13024
[CLIENT] sent ACK 13049
[CLIENT] sent ACK 13073
[CLIENT] sent ACK 13099
[CLIENT] sent ACK 13122
[CLIENT] sent ACK 13144
[CLIENT] sent ACK 13167
[CLIENT] sent ACK 13192
[CLIENT] sent ACK 13216
[CLIENT] sent ACK 13238
[CLIENT] sent ACK 13260
[CLIENT] sent ACK 13286
[CLIENT] sent ACK 13309
[CLIENT] sent ACK 13336
[CLIENT] sent ACK 13360
[CLIENT] sent ACK 13383
[CLIENT] sent ACK 13407
[CLIENT] sent ACK 13430
[CLIENT] sent ACK 13455
[CLIENT] sent ACK 13480
[CLIENT] sent ACK 13503
[CLIENT] sent ACK 13527
[CLIENT] sent ACK 13551
[CLIENT] sent ACK 13575
[CLIENT] sent ACK 13599
[CLIENT] sent ACK 13621
[CLIENT] sent ACK 13644
[CLIENT] sent ACK 13668
[CLIENT] sent ACK 13692
[CLIENT] sent ACK 13715
[CLIENT] sent ACK 13737
[CLIENT] sent ACK 13761
[CLIENT] sent ACK 13787
[CLIENT] sent ACK 13809
[CLIENT] sent ACK 13834
[CLIENT] sent ACK 13857
[CLIENT] sent ACK 13882
[CLIENT] sent ACK 13908
