Script started on 2026-04-22 17:19:57+00:00 [COMMAND="cd ~/secure-reliable-file-fransfer && { /usr/bin/time -p sudo PYTHONPATH=. python3 -u main.py --mode client --config config_phase1.json --file ./gdrive-folder/test_800mb_file; } 2>&1" TERM="xterm-256color" TTY="/dev/pts/0" COLUMNS="222" LINES="30"]
[CLIENT] running on 172.31.64.201:50000
[CLIENT] talking to server 172.31.77.14:50000
[CLIENT] sent ClientHello
[CLIENT] Handshake complete
[CLIENT] requested file: ./gdrive-folder/test_800mb_file
[CLIENT] sent ACK 10
[CLIENT] sent ACK 33
[CLIENT] sent ACK 58
[CLIENT] sent ACK 84
[CLIENT] sent ACK 111
[CLIENT] sent ACK 137
[CLIENT] sent ACK 165
[CLIENT] sent ACK 189
[CLIENT] sent ACK 214
[CLIENT] sent ACK 238
[CLIENT] sent ACK 263
[CLIENT] sent ACK 290
[CLIENT] sent ACK 315
[CLIENT] sent ACK 342
[CLIENT] sent ACK 368
[CLIENT] sent ACK 395
[CLIENT] sent ACK 421
[CLIENT] sent ACK 447
[CLIENT] sent ACK 471
[CLIENT] sent ACK 496
[CLIENT] sent ACK 522
[CLIENT] sent ACK 546
[CLIENT] sent ACK 571
[CLIENT] sent ACK 595
[CLIENT] sent ACK 616
[CLIENT] sent ACK 638
[CLIENT] sent ACK 662
[CLIENT] sent ACK 686
[CLIENT] sent ACK 712
[CLIENT] sent ACK 738
[CLIENT] sent ACK 760
[CLIENT] sent ACK 783
[CLIENT] sent ACK 808
[CLIENT] sent ACK 831
[CLIENT] sent ACK 855
[CLIENT] sent ACK 880
[CLIENT] sent ACK 901
[CLIENT] sent ACK 927
[CLIENT] sent ACK 952
[CLIENT] sent ACK 975
[CLIENT] sent ACK 999
[CLIENT] sent ACK 1023
[CLIENT] sent ACK 1047
[CLIENT] sent ACK 1072
[CLIENT] sent ACK 1095
[CLIENT] sent ACK 1120
[CLIENT] sent ACK 1144
[CLIENT] sent ACK 1167
[CLIENT] sent ACK 1184
[CLIENT] sent ACK 1204
[CLIENT] sent ACK 1228
[CLIENT] sent ACK 1252
[CLIENT] sent ACK 1276
[CLIENT] sent ACK 1300
[CLIENT] sent ACK 1323
[CLIENT] sent ACK 1348
[CLIENT] sent ACK 1373
[CLIENT] sent ACK 1397
[CLIENT] sent ACK 1423
[CLIENT] sent ACK 1446
[CLIENT] sent ACK 1470
[CLIENT] sent ACK 1494
[CLIENT] sent ACK 1518
[CLIENT] sent ACK 1542
[CLIENT] sent ACK 1565
[CLIENT] sent ACK 1589
[CLIENT] sent ACK 1613
[CLIENT] sent ACK 1637
[CLIENT] sent ACK 1660
[CLIENT] sent ACK 1682
[CLIENT] sent ACK 1707
[CLIENT] sent ACK 1732
[CLIENT] sent ACK 1756
[CLIENT] sent ACK 1780
[CLIENT] sent ACK 1804
[CLIENT] sent ACK 1828
[CLIENT] sent ACK 1854
[CLIENT] sent ACK 1876
[CLIENT] sent ACK 1900
[CLIENT] sent ACK 1925
[CLIENT] sent ACK 1950
[CLIENT] sent ACK 1974
[CLIENT] sent ACK 1999
[CLIENT] sent ACK 2024
[CLIENT] sent ACK 2045
[CLIENT] sent ACK 2069
[CLIENT] sent ACK 2093
[CLIENT] sent ACK 2118
[CLIENT] sent ACK 2144
[CLIENT] sent ACK 2167
[CLIENT] sent ACK 2190
[CLIENT] sent ACK 2214
[CLIENT] sent ACK 2238
[CLIENT] sent ACK 2262
[CLIENT] sent ACK 2283
[CLIENT] sent ACK 2307
[CLIENT] sent ACK 2330
[CLIENT] sent ACK 2355
[CLIENT] sent ACK 2379
[CLIENT] sent ACK 2403
[CLIENT] sent ACK 2429
[CLIENT] sent ACK 2454
[CLIENT] sent ACK 2477
[CLIENT] sent ACK 2503
[CLIENT] sent ACK 2526
[CLIENT] sent ACK 2550
[CLIENT] sent ACK 2575
[CLIENT] sent ACK 2600
[CLIENT] sent ACK 2628
[CLIENT] sent ACK 2651
[CLIENT] sent ACK 2677
[CLIENT] sent ACK 2702
[CLIENT] sent ACK 2726
[CLIENT] sent ACK 2751
[CLIENT] sent ACK 2774
[CLIENT] sent ACK 2798
[CLIENT] sent ACK 2825
[CLIENT] sent ACK 2850
[CLIENT] sent ACK 2872
[CLIENT] sent ACK 2896
[CLIENT] sent ACK 2920
[CLIENT] sent ACK 2946
[CLIENT] sent ACK 2970
[CLIENT] sent ACK 2994
[CLIENT] sent ACK 3017
[CLIENT] sent ACK 3041
[CLIENT] sent ACK 3067
[CLIENT] sent ACK 3092
[CLIENT] sent ACK 3114
[CLIENT] sent ACK 3139
[CLIENT] sent ACK 3163
[CLIENT] sent ACK 3185
[CLIENT] sent ACK 3208
[CLIENT] sent ACK 3234
[CLIENT] sent ACK 3257
[CLIENT] sent ACK 3281
[CLIENT] sent ACK 3306
[CLIENT] sent ACK 3332
[CLIENT] sent ACK 3358
[CLIENT] sent ACK 3381
[CLIENT] sent ACK 3404
[CLIENT] sent ACK 3429
[CLIENT] sent ACK 3454
[CLIENT] sent ACK 3478
[CLIENT] sent ACK 3501
[CLIENT] sent ACK 3527
[CLIENT] sent ACK 3550
[CLIENT] sent ACK 3573
[CLIENT] sent ACK 3597
[CLIENT] sent ACK 3621
[CLIENT] sent ACK 3646
[CLIENT] sent ACK 3672
[CLIENT] sent ACK 3697
[CLIENT] sent ACK 3718
[CLIENT] sent ACK 3742
[CLIENT] sent ACK 3767
[CLIENT] sent ACK 3792
[CLIENT] sent ACK 3815
[CLIENT] sent ACK 3839
[CLIENT] sent ACK 3863
[CLIENT] sent ACK 3886
[CLIENT] sent ACK 3910
[CLIENT] sent ACK 3934
[CLIENT] sent ACK 3958
[CLIENT] sent ACK 3981
[CLIENT] sent ACK 4005
[CLIENT] sent ACK 4031
[CLIENT] sent ACK 4056
[CLIENT] sent ACK 4080
[CLIENT] sent ACK 4100
[CLIENT] sent ACK 4125
[CLIENT] sent ACK 4150
[CLIENT] sent ACK 4174
[CLIENT] sent ACK 4196
[CLIENT] sent ACK 4219
[CLIENT] sent ACK 4244
[CLIENT] sent ACK 4269
[CLIENT] sent ACK 4292
[CLIENT] sent ACK 4314
[CLIENT] sent ACK 4337
[CLIENT] sent ACK 4360
[CLIENT] sent ACK 4387
[CLIENT] sent ACK 4411
[CLIENT] sent ACK 4435
[CLIENT] sent ACK 4458
[CLIENT] sent ACK 4482
[CLIENT] sent ACK 4506
[CLIENT] sent ACK 4531
[CLIENT] sent ACK 4556
[CLIENT] sent ACK 4580
[CLIENT] sent ACK 4604
[CLIENT] sent ACK 4626
[CLIENT] sent ACK 4650
[CLIENT] sent ACK 4674
[CLIENT] sent ACK 4697
[CLIENT] sent ACK 4721
[CLIENT] sent ACK 4748
[CLIENT] sent ACK 4774
[CLIENT] sent ACK 4799
[CLIENT] sent ACK 4822
[CLIENT] sent ACK 4847
[CLIENT] sent ACK 4870
[CLIENT] sent ACK 4893
[CLIENT] sent ACK 4918
[CLIENT] sent ACK 4945
[CLIENT] sent ACK 4969
[CLIENT] sent ACK 4991
[CLIENT] sent ACK 5015
[CLIENT] sent ACK 5040
[CLIENT] sent ACK 5063
[CLIENT] sent ACK 5087
[CLIENT] sent ACK 5111
[CLIENT] sent ACK 5134
[CLIENT] sent ACK 5158
[CLIENT] sent ACK 5181
[CLIENT] sent ACK 5205
[CLIENT] sent ACK 5230
[CLIENT] sent ACK 5254
[CLIENT] sent ACK 5277
[CLIENT] sent ACK 5301
[CLIENT] sent ACK 5326
[CLIENT] sent ACK 5352
[CLIENT] sent ACK 5375
[CLIENT] sent ACK 5399
[CLIENT] sent ACK 5421
[CLIENT] sent ACK 5447
[CLIENT] sent ACK 5471
[CLIENT] sent ACK 5495
[CLIENT] sent ACK 5521
[CLIENT] sent ACK 5544
[CLIENT] sent ACK 5569
[CLIENT] sent ACK 5594
[CLIENT] sent ACK 5618
[CLIENT] sent ACK 5642
[CLIENT] sent ACK 5664
[CLIENT] sent ACK 5688
[CLIENT] sent ACK 5711
[CLIENT] sent ACK 5734
[CLIENT] sent ACK 5759
[CLIENT] sent ACK 5782
[CLIENT] sent ACK 5808
[CLIENT] sent ACK 5832
[CLIENT] sent ACK 5855
[CLIENT] sent ACK 5878
[CLIENT] sent ACK 5901
[CLIENT] sent ACK 5925
[CLIENT] sent ACK 5950
[CLIENT] sent ACK 5976
[CLIENT] sent ACK 6001
[CLIENT] sent ACK 6024
[CLIENT] sent ACK 6049
[CLIENT] sent ACK 6075
[CLIENT] sent ACK 6101
[CLIENT] sent ACK 6125
[CLIENT] sent ACK 6148
[CLIENT] sent ACK 6171
[CLIENT] sent ACK 6194
[CLIENT] sent ACK 6218
[CLIENT] sent ACK 6241
[CLIENT] sent ACK 6262
[CLIENT] sent ACK 6287
[CLIENT] sent ACK 6314
[CLIENT] sent ACK 6338
[CLIENT] sent ACK 6363
[CLIENT] sent ACK 6388
[CLIENT] sent ACK 6413
[CLIENT] sent ACK 6436
[CLIENT] sent ACK 6459
[CLIENT] sent ACK 6483
[CLIENT] sent ACK 6506
[CLIENT] sent ACK 6530
[CLIENT] sent ACK 6554
[CLIENT] sent ACK 6578
[CLIENT] sent ACK 6603
[CLIENT] sent ACK 6627
[CLIENT] sent ACK 6651
[CLIENT] sent ACK 6676
[CLIENT] sent ACK 6699
[CLIENT] sent ACK 6725
[CLIENT] sent ACK 6747
[CLIENT] sent ACK 6771
[CLIENT] sent ACK 6795
[CLIENT] sent ACK 6819
[CLIENT] sent ACK 6843
[CLIENT] sent ACK 6866
[CLIENT] sent ACK 6890
[CLIENT] sent ACK 6916
[CLIENT] sent ACK 6940
[CLIENT] sent ACK 6966
[CLIENT] sent ACK 6989
[CLIENT] sent ACK 7014
[CLIENT] sent ACK 7038
[CLIENT] sent ACK 7062
[CLIENT] sent ACK 7085
[CLIENT] sent ACK 7109
[CLIENT] sent ACK 7131
[CLIENT] sent ACK 7156
[CLIENT] sent ACK 7181
[CLIENT] sent ACK 7205
[CLIENT] sent ACK 7226
[CLIENT] sent ACK 7249
[CLIENT] sent ACK 7274
[CLIENT] sent ACK 7288
[CLIENT] sent ACK 7301
[CLIENT] sent ACK 7313
[CLIENT] sent ACK 7338
[CLIENT] sent ACK 7364
[CLIENT] sent ACK 7391
[CLIENT] sent ACK 7415
[CLIENT] sent ACK 7426
[CLIENT] sent ACK 7436
[CLIENT] sent ACK 7458
[CLIENT] sent ACK 7484
[CLIENT] sent ACK 7510
[CLIENT] sent ACK 7534
[CLIENT] sent ACK 7534
[CLIENT] sent ACK 7534
[CLIENT] sent ACK 7534
[CLIENT] sent ACK 7534
[CLIENT] sent ACK 7534
[CLIENT] sent ACK 7534
[CLIENT] sent ACK 7534
[CLIENT] sent ACK 7534
[CLIENT] sent ACK 7534
[CLIENT] sent ACK 7534
[CLIENT] sent ACK 7534
[CLIENT] sent ACK 7534
[CLIENT] sent ACK 7534
[CLIENT] sent ACK 7534
[CLIENT] sent ACK 7534
[CLIENT] sent ACK 7534
[CLIENT] sent ACK 7534
[CLIENT] sent ACK 7534
[CLIENT] sent ACK 7538
[CLIENT] sent ACK 8050
[CLIENT] sent ACK 8068
[CLIENT] sent ACK 8094
[CLIENT] sent ACK 8120
[CLIENT] sent ACK 8145
[CLIENT] sent ACK 8170
[CLIENT] sent ACK 8196
[CLIENT] sent ACK 8221
[CLIENT] sent ACK 8244
[CLIENT] sent ACK 8267
[CLIENT] sent ACK 8290
[CLIENT] sent ACK 8314
[CLIENT] sent ACK 8339
[CLIENT] sent ACK 8364
[CLIENT] sent ACK 8389
[CLIENT] sent ACK 8415
[CLIENT] sent ACK 8440
[CLIENT] sent ACK 8464
[CLIENT] sent ACK 8488
[CLIENT] sent ACK 8514
[CLIENT] sent ACK 8540
[CLIENT] sent ACK 8563
[CLIENT] sent ACK 8587
[CLIENT] sent ACK 8611
[CLIENT] sent ACK 8636
[CLIENT] sent ACK 8661
[CLIENT] sent ACK 8684
[CLIENT] sent ACK 8708
[CLIENT] sent ACK 8729
[CLIENT] sent ACK 8754
[CLIENT] sent ACK 8777
[CLIENT] sent ACK 8802
[CLIENT] sent ACK 8823
[CLIENT] sent ACK 8846
[CLIENT] sent ACK 8870
[CLIENT] sent ACK 8894
[CLIENT] sent ACK 8918
[CLIENT] sent ACK 8940
[CLIENT] sent ACK 8965
[CLIENT] sent ACK 8989
[CLIENT] sent ACK 9016
[CLIENT] sent ACK 9040
[CLIENT] sent ACK 9062
[CLIENT] sent ACK 9088
[CLIENT] sent ACK 9112
[CLIENT] sent ACK 9138
[CLIENT] sent ACK 9162
[CLIENT] sent ACK 9186
[CLIENT] sent ACK 9209
[CLIENT] sent ACK 9232
[CLIENT] sent ACK 9255
[CLIENT] sent ACK 9281
[CLIENT] sent ACK 9304
[CLIENT] sent ACK 9328
[CLIENT] sent ACK 9352
[CLIENT] sent ACK 9376
[CLIENT] sent ACK 9400
[CLIENT] sent ACK 9424
[CLIENT] sent ACK 9448
[CLIENT] sent ACK 9473
[CLIENT] sent ACK 9498
[CLIENT] sent ACK 9522
[CLIENT] sent ACK 9546
[CLIENT] sent ACK 9571
[CLIENT] sent ACK 9595
[CLIENT] sent ACK 9620
[CLIENT] sent ACK 9645
[CLIENT] sent ACK 9669
[CLIENT] sent ACK 9693
[CLIENT] sent ACK 9717
[CLIENT] sent ACK 9741
[CLIENT] sent ACK 9765
[CLIENT] sent ACK 9787
[CLIENT] sent ACK 9812
[CLIENT] sent ACK 9837
[CLIENT] sent ACK 9860
[CLIENT] sent ACK 9884
[CLIENT] sent ACK 9906
[CLIENT] sent ACK 9931
[CLIENT] sent ACK 9956
[CLIENT] sent ACK 9980
[CLIENT] sent ACK 10004
[CLIENT] sent ACK 10026
[CLIENT] sent ACK 10051
[CLIENT] sent ACK 10076
[CLIENT] sent ACK 10100
[CLIENT] sent ACK 10123
[CLIENT] sent ACK 10146
[CLIENT] sent ACK 10169
[CLIENT] sent ACK 10193
[CLIENT] sent ACK 10218
[CLIENT] sent ACK 10244
[CLIENT] sent ACK 10267
[CLIENT] sent ACK 10294
[CLIENT] sent ACK 10319
[CLIENT] sent ACK 10343
[CLIENT] sent ACK 10366
[CLIENT] sent ACK 10388
[CLIENT] sent ACK 10413
[CLIENT] sent ACK 10438
[CLIENT] sent ACK 10462
[CLIENT] sent ACK 10486
[CLIENT] sent ACK 10509
[CLIENT] sent ACK 10534
[CLIENT] sent ACK 10558
[CLIENT] sent ACK 10581
[CLIENT] sent ACK 10605
[CLIENT] sent ACK 10629
[CLIENT] sent ACK 10654
[CLIENT] sent ACK 10677
[CLIENT] sent ACK 10700
[CLIENT] sent ACK 10724
[CLIENT] sent ACK 10747
[CLIENT] sent ACK 10771
[CLIENT] sent ACK 10795
[CLIENT] sent ACK 10820
[CLIENT] sent ACK 10843
[CLIENT] sent ACK 10867
[CLIENT] sent ACK 10891
[CLIENT] sent ACK 10917
[CLIENT] sent ACK 10943
[CLIENT] sent ACK 10968
[CLIENT] sent ACK 10991
[CLIENT] sent ACK 11015
[CLIENT] sent ACK 11038
[CLIENT] sent ACK 11064
[CLIENT] sent ACK 11088
[CLIENT] sent ACK 11111
[CLIENT] sent ACK 11134
[CLIENT] sent ACK 11158
[CLIENT] sent ACK 11181
[CLIENT] sent ACK 11204
[CLIENT] sent ACK 11229
[CLIENT] sent ACK 11251
[CLIENT] sent ACK 11276
[CLIENT] sent ACK 11300
[CLIENT] sent ACK 11326
[CLIENT] sent ACK 11349
[CLIENT] sent ACK 11374
[CLIENT] sent ACK 11400
[CLIENT] sent ACK 11425
[CLIENT] sent ACK 11450
[CLIENT] sent ACK 11473
[CLIENT] sent ACK 11496
[CLIENT] sent ACK 11519
[CLIENT] sent ACK 11543
[CLIENT] sent ACK 11567
[CLIENT] sent ACK 11589
[CLIENT] sent ACK 11611
[CLIENT] sent ACK 11637
[CLIENT] sent ACK 11659
[CLIENT] sent ACK 11684
[CLIENT] sent ACK 11709
[CLIENT] sent ACK 11734
[CLIENT] sent ACK 11762
[CLIENT] sent ACK 11786
[CLIENT] sent ACK 11810
[CLIENT] sent ACK 11832
[CLIENT] sent ACK 11857
[CLIENT] sent ACK 11880
[CLIENT] sent ACK 11905
[CLIENT] sent ACK 11933
[CLIENT] sent ACK 11956
[CLIENT] sent ACK 11981
[CLIENT] sent ACK 12006
[CLIENT] sent ACK 12031
[CLIENT] sent ACK 12052
[CLIENT] sent ACK 12076
[CLIENT] sent ACK 12100
[CLIENT] sent ACK 12124
[CLIENT] sent ACK 12149
[CLIENT] sent ACK 12170
[CLIENT] sent ACK 12192
[CLIENT] sent ACK 12218
[CLIENT] sent ACK 12243
[CLIENT] sent ACK 12266
[CLIENT] sent ACK 12289
[CLIENT] sent ACK 12311
[CLIENT] sent ACK 12338
[CLIENT] sent ACK 12362
[CLIENT] sent ACK 12389
[CLIENT] sent ACK 12413
[CLIENT] sent ACK 12440
[CLIENT] sent ACK 12465
[CLIENT] sent ACK 12489
[CLIENT] sent ACK 12514
[CLIENT] sent ACK 12537
[CLIENT] sent ACK 12559
[CLIENT] sent ACK 12584
[CLIENT] sent ACK 12602
[CLIENT] sent ACK 12617
[CLIENT] sent ACK 12634
[CLIENT] sent ACK 12658
[CLIENT] sent ACK 12684
[CLIENT] sent ACK 12708
[CLIENT] sent ACK 12733
[CLIENT] sent ACK 12758
[CLIENT] sent ACK 12783
[CLIENT] sent ACK 12811
[CLIENT] sent ACK 12835
[CLIENT] sent ACK 12861
[CLIENT] sent ACK 12886
[CLIENT] sent ACK 12911
[CLIENT] sent ACK 12936
[CLIENT] sent ACK 12961
[CLIENT] sent ACK 12986
[CLIENT] sent ACK 13009
[CLIENT] sent ACK 13036
[CLIENT] sent ACK 13061
[CLIENT] sent ACK 13084
[CLIENT] sent ACK 13109
[CLIENT] sent ACK 13132
[CLIENT] sent ACK 13158
[CLIENT] sent ACK 13184
[CLIENT] sent ACK 13211
[CLIENT] sent ACK 13237
[CLIENT] sent ACK 13261
[CLIENT] sent ACK 13285
[CLIENT] sent ACK 13313
[CLIENT] sent ACK 13337
[CLIENT] sent ACK 13361
[CLIENT] sent ACK 13385
[CLIENT] sent ACK 13410
[CLIENT] sent ACK 13434
[CLIENT] sent ACK 13458
[CLIENT] sent ACK 13482
[CLIENT] sent ACK 13506
[CLIENT] sent ACK 13529
[CLIENT] sent ACK 13553
[CLIENT] sent ACK 13578
[CLIENT] sent ACK 13601
[CLIENT] sent ACK 13625
[CLIENT] sent ACK 13650
[CLIENT] sent ACK 13676
[CLIENT] sent ACK 13702
[CLIENT] sent ACK 13727
[CLIENT] sent ACK 13751
[CLIENT] sent ACK 13776
