Script started on 2026-04-22 15:44:08+00:00 [COMMAND="cd ~/secure-reliable-file-fransfer && { /usr/bin/time -p sudo PYTHONPATH=. python3 -u main.py --mode client --config config_phase1.json --file ./gdrive-folder/test_1gb_file; } 2>&1" TERM="xterm-256color" TTY="/dev/pts/0" COLUMNS="222" LINES="30"]
[CLIENT] running on 172.31.64.201:50000
[CLIENT] talking to server 172.31.77.14:50000
[CLIENT] requested file: ./gdrive-folder/test_1gb_file
[CLIENT] sent ACK 11
[CLIENT] sent ACK 27
[CLIENT] sent ACK 27
[CLIENT] sent ACK 27
[CLIENT] sent ACK 27
[CLIENT] sent ACK 27
[CLIENT] sent ACK 27
[CLIENT] sent ACK 27
[CLIENT] sent ACK 27
[CLIENT] sent ACK 27
[CLIENT] sent ACK 27
[CLIENT] sent ACK 27
[CLIENT] sent ACK 27
[CLIENT] sent ACK 27
[CLIENT] sent ACK 27
[CLIENT] sent ACK 27
[CLIENT] sent ACK 27
[CLIENT] sent ACK 27
[CLIENT] sent ACK 27
[CLIENT] sent ACK 27
[CLIENT] sent ACK 115
[CLIENT] sent ACK 115
[CLIENT] sent ACK 115
[CLIENT] sent ACK 115
[CLIENT] sent ACK 332
[CLIENT] sent ACK 332
[CLIENT] sent ACK 332
[CLIENT] sent ACK 332
[CLIENT] sent ACK 332
[CLIENT] sent ACK 332
[CLIENT] sent ACK 332
[CLIENT] sent ACK 332
[CLIENT] sent ACK 332
[CLIENT] sent ACK 438
[CLIENT] sent ACK 438
[CLIENT] sent ACK 438
[CLIENT] sent ACK 438
[CLIENT] sent ACK 506
[CLIENT] sent ACK 506
[CLIENT] sent ACK 506
[CLIENT] sent ACK 628
[CLIENT] sent ACK 628
[CLIENT] sent ACK 628
[CLIENT] sent ACK 628
[CLIENT] sent ACK 628
[CLIENT] sent ACK 738
[CLIENT] sent ACK 738
[CLIENT] sent ACK 738
[CLIENT] sent ACK 738
[CLIENT] sent ACK 808
[CLIENT] sent ACK 808
[CLIENT] sent ACK 808
[CLIENT] sent ACK 939
[CLIENT] sent ACK 939
[CLIENT] sent ACK 939
[CLIENT] sent ACK 939
[CLIENT] sent ACK 939
[CLIENT] sent ACK 1022
[CLIENT] sent ACK 1022
[CLIENT] sent ACK 1022
[CLIENT] sent ACK 1103
[CLIENT] sent ACK 1103
[CLIENT] sent ACK 1103
[CLIENT] sent ACK 1208
[CLIENT] sent ACK 1208
[CLIENT] sent ACK 1208
[CLIENT] sent ACK 1208
[CLIENT] sent ACK 1297
[CLIENT] sent ACK 1297
[CLIENT] sent ACK 1297
[CLIENT] sent ACK 1297
[CLIENT] sent ACK 1446
[CLIENT] sent ACK 1446
[CLIENT] sent ACK 1446
[CLIENT] sent ACK 1446
[CLIENT] sent ACK 1446
[CLIENT] sent ACK 1446
[CLIENT] sent ACK 1528
[CLIENT] sent ACK 1528
[CLIENT] sent ACK 1528
[CLIENT] sent ACK 1666
[CLIENT] sent ACK 1666
[CLIENT] sent ACK 1666
[CLIENT] sent ACK 1666
[CLIENT] sent ACK 1666
[CLIENT] sent ACK 1666
[CLIENT] sent ACK 1822
[CLIENT] sent ACK 1822
[CLIENT] sent ACK 1822
[CLIENT] sent ACK 1822
[CLIENT] sent ACK 1822
[CLIENT] sent ACK 1822
[CLIENT] sent ACK 1902
[CLIENT] sent ACK 1902
[CLIENT] sent ACK 1902
[CLIENT] sent ACK 2105
[CLIENT] sent ACK 2105
[CLIENT] sent ACK 2105
[CLIENT] sent ACK 2105
[CLIENT] sent ACK 2105
[CLIENT] sent ACK 2105
[CLIENT] sent ACK 2105
[CLIENT] sent ACK 2105
[CLIENT] sent ACK 2170
[CLIENT] sent ACK 2170
[CLIENT] sent ACK 2170
[CLIENT] sent ACK 2287
[CLIENT] sent ACK 2287
[CLIENT] sent ACK 2287
[CLIENT] sent ACK 2287
[CLIENT] sent ACK 2287
[CLIENT] sent ACK 2366
[CLIENT] sent ACK 2366
[CLIENT] sent ACK 2366
[CLIENT] sent ACK 2424
[CLIENT] sent ACK 2424
[CLIENT] sent ACK 2424
[CLIENT] sent ACK 2527
[CLIENT] sent ACK 2527
[CLIENT] sent ACK 2527
[CLIENT] sent ACK 2527
[CLIENT] sent ACK 2667
[CLIENT] sent ACK 2667
[CLIENT] sent ACK 2667
[CLIENT] sent ACK 2667
[CLIENT] sent ACK 2667
[CLIENT] sent ACK 2845
[CLIENT] sent ACK 2845
[CLIENT] sent ACK 2845
[CLIENT] sent ACK 2845
[CLIENT] sent ACK 2862
[CLIENT] sent ACK 2940
[CLIENT] sent ACK 2940
[CLIENT] sent ACK 2940
[CLIENT] sent ACK 3004
[CLIENT] sent ACK 3004
[CLIENT] sent ACK 3004
[CLIENT] sent ACK 3086
[CLIENT] sent ACK 3086
[CLIENT] sent ACK 3086
[CLIENT] sent ACK 3101
[CLIENT] sent ACK 3287
[CLIENT] sent ACK 3287
[CLIENT] sent ACK 3287
[CLIENT] sent ACK 3287
[CLIENT] sent ACK 3287
[CLIENT] sent ACK 3287
[CLIENT] sent ACK 3287
[CLIENT] sent ACK 3363
[CLIENT] sent ACK 3363
[CLIENT] sent ACK 3363
[CLIENT] sent ACK 3492
[CLIENT] sent ACK 3492
[CLIENT] sent ACK 3492
[CLIENT] sent ACK 3492
[CLIENT] sent ACK 3492
[CLIENT] sent ACK 3619
[CLIENT] sent ACK 3619
[CLIENT] sent ACK 3619
[CLIENT] sent ACK 3619
[CLIENT] sent ACK 3619
[CLIENT] sent ACK 3695
[CLIENT] sent ACK 3695
