Script started on 2026-04-22 15:17:23+00:00 [COMMAND="cd ~/secure-reliable-file-fransfer && { /usr/bin/time -p sudo PYTHONPATH=. python3 -u main.py --mode client --config config_phase1.json --file ./gdrive-folder/test_500mb_file; } 2>&1" TERM="xterm-256color" TTY="/dev/pts/0" COLUMNS="222" LINES="30"]
[CLIENT] running on 172.31.64.201:50000
[CLIENT] talking to server 172.31.77.14:50000
[CLIENT] requested file: ./gdrive-folder/test_500mb_file
[CLIENT] sent ACK 5
[CLIENT] sent ACK 33
[CLIENT] sent ACK 61
[CLIENT] sent ACK 90
[CLIENT] sent ACK 119
[CLIENT] sent ACK 148
[CLIENT] sent ACK 178
[CLIENT] sent ACK 206
[CLIENT] sent ACK 235
[CLIENT] sent ACK 265
[CLIENT] sent ACK 294
[CLIENT] sent ACK 323
[CLIENT] sent ACK 351
[CLIENT] sent ACK 381
[CLIENT] sent ACK 409
[CLIENT] sent ACK 439
[CLIENT] sent ACK 469
[CLIENT] sent ACK 499
[CLIENT] sent ACK 525
[CLIENT] sent ACK 555
[CLIENT] sent ACK 584
[CLIENT] sent ACK 612
[CLIENT] sent ACK 640
[CLIENT] sent ACK 665
[CLIENT] sent ACK 695
[CLIENT] sent ACK 723
[CLIENT] sent ACK 750
[CLIENT] sent ACK 778
[CLIENT] sent ACK 805
[CLIENT] sent ACK 835
[CLIENT] sent ACK 863
[CLIENT] sent ACK 891
[CLIENT] sent ACK 920
[CLIENT] sent ACK 947
[CLIENT] sent ACK 974
[CLIENT] sent ACK 1002
[CLIENT] sent ACK 1030
[CLIENT] sent ACK 1058
[CLIENT] sent ACK 1086
[CLIENT] sent ACK 1111
[CLIENT] sent ACK 1139
[CLIENT] sent ACK 1168
[CLIENT] sent ACK 1196
[CLIENT] sent ACK 1225
[CLIENT] sent ACK 1251
[CLIENT] sent ACK 1280
[CLIENT] sent ACK 1308
[CLIENT] sent ACK 1336
[CLIENT] sent ACK 1364
[CLIENT] sent ACK 1391
[CLIENT] sent ACK 1419
[CLIENT] sent ACK 1447
[CLIENT] sent ACK 1475
[CLIENT] sent ACK 1504
[CLIENT] sent ACK 1529
[CLIENT] sent ACK 1557
[CLIENT] sent ACK 1584
[CLIENT] sent ACK 1612
[CLIENT] sent ACK 1639
[CLIENT] sent ACK 1665
[CLIENT] sent ACK 1693
[CLIENT] sent ACK 1722
[CLIENT] sent ACK 1751
[CLIENT] sent ACK 1780
[CLIENT] sent ACK 1806
[CLIENT] sent ACK 1834
[CLIENT] sent ACK 1862
[CLIENT] sent ACK 1890
[CLIENT] sent ACK 1919
[CLIENT] sent ACK 1946
[CLIENT] sent ACK 1966
[CLIENT] sent ACK 1983
[CLIENT] sent ACK 1999
[CLIENT] sent ACK 2016
[CLIENT] sent ACK 2034
[CLIENT] sent ACK 2049
[CLIENT] sent ACK 2066
[CLIENT] sent ACK 2094
[CLIENT] sent ACK 2122
[CLIENT] sent ACK 2150
[CLIENT] sent ACK 2177
[CLIENT] sent ACK 2204
[CLIENT] sent ACK 2233
[CLIENT] sent ACK 2259
[CLIENT] sent ACK 2288
[CLIENT] sent ACK 2316
[CLIENT] sent ACK 2342
[CLIENT] sent ACK 2370
